Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country
500299,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2010-03-05 16:52:00,1.69,14085.0,United Kingdom
534662,22119,PEACE WOODEN BLOCK LETTERS,3,2010-11-23 13:47:00,6.95,14898.0,United Kingdom
534195,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,12,2010-11-21 14:49:00,1.25,17696.0,United Kingdom
512947,21135,VICTORIAN  METAL POSTCARD SPRING,16,2010-06-20 15:53:00,1.69,13719.0,United Kingdom
541139,22382,LUNCH BAG SPACEBOY DESIGN ,10,2011-01-14 11:05:00,1.65,15213.0,United Kingdom
535902,22379,RECYCLING BAG RETROSPOT ,24,2010-11-29 11:24:00,1.85,17389.0,United Kingdom
577549,22384,LUNCH BAG PINK POLKADOT,1,2011-11-20 15:00:00,1.65,17841.0,United Kingdom
545854,21366,MIRRORED WALL ART PHOTO FRAMES,3,2011-03-07 13:51:00,4.25,14817.0,United Kingdom
531863,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,1,2010-11-10 10:50:00,2.95,13671.0,United Kingdom
499232,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-02-25 12:21:00,0.55,13334.0,United Kingdom
568048,22652,TRAVEL SEWING KIT,10,2011-09-23 12:36:00,1.65,14911.0,EIRE
547246,22970,LONDON BUS COFFEE MUG,36,2011-03-22 08:54:00,2.1,16191.0,United Kingdom
549929,22982,PANTRY PASTRY BRUSH,12,2011-04-13 10:32:00,1.25,13740.0,United Kingdom
572552,22107,PIZZA PLATE IN BOX,3,2011-10-24 17:07:00,3.29,14096.0,United Kingdom
553210,21915,RED  HARMONICA IN BOX ,24,2011-05-16 09:40:00,1.25,14016.0,EIRE
515121,47559B,TEA TIME OVEN GLOVE,4,2010-07-08 13:49:00,1.25,15005.0,United Kingdom
489446,21733,RED HANGING HEART T-LIGHT HOLDER,32,2009-12-01 10:06:00,2.55,13758.0,United Kingdom
504591,22478,BIRDHOUSE GARDEN MARKER ,10,2010-04-15 10:31:00,1.25,13394.0,United Kingdom
574368,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,16,2011-11-04 10:59:00,0.42,13004.0,United Kingdom
544634,22898,CHILDRENS APRON APPLES DESIGN,4,2011-02-22 11:02:00,1.95,17994.0,United Kingdom
542105,22675,FRENCH KITCHEN SIGN BLUE METAL,4,2011-01-25 13:35:00,1.25,12854.0,United Kingdom
580999,23169,CLASSIC GLASS COOKIE JAR,1,2011-12-06 17:49:00,4.15,17883.0,United Kingdom
553913,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-05-19 19:47:00,16.95,18109.0,United Kingdom
548708,22254,FELT TOADSTOOL LARGE,1,2011-04-03 12:41:00,1.25,13269.0,United Kingdom
511087,22553,PLASTERS IN TIN SKULLS,6,2010-06-06 15:01:00,1.65,17682.0,United Kingdom
568984,22865,HAND WARMER OWL DESIGN,1,2011-09-29 15:57:00,2.1,17813.0,United Kingdom
490365,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2009-12-05 10:27:00,0.85,17018.0,United Kingdom
568990,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,12,2011-09-29 16:42:00,1.45,15933.0,United Kingdom
529091,22113,GREY HEART HOT WATER BOTTLE,8,2010-10-26 13:37:00,3.75,12371.0,Switzerland
568829,23318,BOX OF 6 MINI VINTAGE CRACKERS,6,2011-09-29 11:33:00,2.49,17633.0,United Kingdom
517952,22138,BAKING SET 9 PIECE RETROSPOT ,6,2010-08-03 11:54:00,4.95,13047.0,United Kingdom
503929,21774,DECORATIVE CATS BATHROOM BOTTLE,12,2010-04-08 13:32:00,1.25,14105.0,United Kingdom
546915,22568,FELTCRAFT CUSHION OWL,4,2011-03-18 08:31:00,3.75,15695.0,United Kingdom
564733,23184,BULL DOG BOTTLE OPENER,1,2011-08-28 13:18:00,4.95,17841.0,United Kingdom
575517,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,2,2011-11-10 10:49:00,4.95,14562.0,United Kingdom
526663,22736,RIBBON REEL MAKING SNOWMEN ,10,2010-10-12 15:15:00,1.65,18260.0,United Kingdom
520738,22150,3 STRIPEY MICE FELTCRAFT,6,2010-08-31 09:36:00,1.95,14837.0,United Kingdom
511050,72127,COLUMBIAN CANDLE ROUND ,1,2010-06-06 12:07:00,1.25,16782.0,United Kingdom
535531,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,2010-11-26 15:16:00,2.95,17841.0,United Kingdom
521978,20967,GREY FLORAL FELTCRAFT SHOULDER BAG,4,2010-09-10 08:50:00,3.75,12760.0,Netherlands
569001,23298,SPOTTY BUNTING,3,2011-09-29 17:52:00,4.95,12703.0,Germany
564727,23241,TREASURE TIN GYMKHANA DESIGN,1,2011-08-28 12:31:00,2.08,16686.0,United Kingdom
509573,21914,BLUE HARMONICA IN BOX ,12,2010-05-24 13:48:00,1.25,14092.0,United Kingdom
559032,22382,LUNCH BAG SPACEBOY DESIGN ,100,2011-07-05 14:53:00,1.45,17511.0,United Kingdom
570113,21913,VINTAGE SEASIDE JIGSAW PUZZLES,15,2011-10-07 12:31:00,3.75,15874.0,United Kingdom
506167,21086,SET/6 RED SPOTTY PAPER CUPS,216,2010-04-28 09:51:00,0.53,16138.0,United Kingdom
578146,23503,PLAYING CARDS KEEP CALM & CARRY ON,3,2011-11-23 11:07:00,1.25,13742.0,United Kingdom
499474,20676,RED SPOTTY BOWL,5,2010-02-28 12:29:00,1.25,15421.0,United Kingdom
502237,90194,SILVER LARIAT BLACK STONE EARRINGS,1,2010-03-23 13:05:00,4.25,18009.0,United Kingdom
535786,21679,SKULLS  STICKERS,1,2010-11-28 14:13:00,0.85,14878.0,United Kingdom
564335,82582,AREA PATROLLED METAL SIGN,6,2011-08-24 14:23:00,2.1,15800.0,United Kingdom
542626,20716,PARTY FOOD SHOPPER BAG,10,2011-01-31 09:51:00,1.25,12720.0,Germany
573452,23243,SET OF TEA COFFEE SUGAR TINS PANTRY,4,2011-10-31 10:45:00,1.71,17450.0,United Kingdom
496007,21027,NINJA RABBIT PINK,10,2010-01-28 12:32:00,1.25,15203.0,United Kingdom
541875,22502,PICNIC BASKET WICKER SMALL,4,2011-01-24 10:01:00,5.95,16558.0,United Kingdom
536404,84992,72 SWEETHEART FAIRY CAKE CASES,24,2010-12-01 11:29:00,0.55,16218.0,United Kingdom
553014,22435,SET OF 9 HEART SHAPED BALLOONS,4,2011-05-12 18:49:00,1.25,13451.0,United Kingdom
580893,84820,DANISH ROSE TRINKET TRAYS,2,2011-12-06 12:38:00,0.79,17290.0,United Kingdom
538170,85232B,SET OF 3 BABUSHKA STACKING TINS,2,2010-12-09 19:32:00,4.95,13969.0,United Kingdom
537225,51008,AFGHAN SLIPPER SOCK PAIR,10,2010-12-05 16:41:00,3.45,12748.0,United Kingdom
572028,23503,PLAYING CARDS KEEP CALM & CARRY ON,12,2011-10-20 11:47:00,1.25,15296.0,United Kingdom
522045,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2010-09-10 13:38:00,1.25,16040.0,United Kingdom
566633,23241,TREASURE TIN GYMKHANA DESIGN,24,2011-09-14 10:40:00,2.08,17193.0,United Kingdom
531377,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2010-11-07 15:57:00,0.18,16553.0,United Kingdom
513643,20719,WOODLAND CHARLOTTE BAG,3,2010-06-27 15:44:00,0.85,13057.0,United Kingdom
527076,22132,RED LOVE HEART SHAPE CUP,12,2010-10-14 15:19:00,0.85,15677.0,United Kingdom
505710,84997B,RED 3 PIECE MINI DOTS CUTLERY SET,6,2010-04-25 12:36:00,3.75,12474.0,Germany
558200,22515,CHILDS GARDEN SPADE PINK,1,2011-06-27 13:00:00,2.1,15976.0,United Kingdom
515319,22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2,2010-07-11 12:00:00,2.95,17085.0,United Kingdom
574529,21918,SET 12 KIDS COLOUR  CHALK STICKS,4,2011-11-04 14:06:00,0.42,17233.0,United Kingdom
502869,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,2010-03-28 16:13:00,2.95,13113.0,United Kingdom
570273,22274,FELTCRAFT DOLL EMILY,6,2011-10-10 10:51:00,2.95,13373.0,United Kingdom
497954,84673B,BLUE FLY SWAT,4,2010-02-15 12:50:00,0.65,16225.0,United Kingdom
547038,22084,PAPER CHAIN KIT EMPIRE,12,2011-03-20 10:51:00,2.95,15703.0,United Kingdom
572913,22153,ANGEL DECORATION STARS ON DRESS,4,2011-10-26 16:21:00,0.42,15993.0,United Kingdom
514313,22386,JUMBO BAG PINK WITH WHITE SPOTS,30,2010-07-01 13:30:00,1.95,14709.0,United Kingdom
576696,85136C,RED SHARK HELICOPTER,1,2011-11-16 12:26:00,7.95,16669.0,United Kingdom
517710,71053,WHITE METAL LANTERN,24,2010-08-01 11:15:00,3.39,15039.0,United Kingdom
575303,23493,VINTAGE DOILY TRAVEL SEWING KIT,1,2011-11-09 12:34:00,1.95,12893.0,United Kingdom
530299,21871,SAVE THE PLANET MUG,3,2010-11-02 12:48:00,1.25,14449.0,United Kingdom
573415,22784,LANTERN CREAM GAZEBO ,3,2011-10-30 16:17:00,4.95,13607.0,United Kingdom
571192,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-14 11:55:00,1.25,13050.0,United Kingdom
578266,21983,PACK OF 12 BLUE PAISLEY TISSUES ,1,2011-11-23 13:34:00,0.39,12748.0,United Kingdom
575959,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1,2011-11-13 12:27:00,0.65,14547.0,United Kingdom
489574,22093,MOTORING TISSUE BOX,3,2009-12-01 13:31:00,1.25,13097.0,United Kingdom
557793,21172,PARTY METAL SIGN ,2,2011-06-22 17:30:00,1.45,14998.0,United Kingdom
533821,22355,CHARLOTTE BAG SUKI DESIGN,20,2010-11-19 09:35:00,0.85,12562.0,France
551152,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,4,2011-04-26 14:47:00,0.95,13230.0,United Kingdom
532761,22492,MINI PAINT SET VINTAGE ,36,2010-11-14 13:54:00,0.65,16861.0,United Kingdom
560368,47566B,TEA TIME PARTY BUNTING,2,2011-07-18 12:25:00,4.95,17841.0,United Kingdom
496072,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-01-28 17:09:00,0.55,15615.0,United Kingdom
496047,21535,RETRO SPOT SMALL MILK JUG,6,2010-01-28 14:31:00,2.55,14831.0,United Kingdom
567866,84997C,CHILDRENS CUTLERY POLKADOT BLUE,2,2011-09-22 14:13:00,4.15,16669.0,United Kingdom
514864,22585,PACK OF 6 BIRDY GIFT TAGS,12,2010-07-07 09:39:00,1.25,12632.0,Germany
504508,84884A,ANT WHITE WIRE HEART SPIRAL,5,2010-04-14 11:20:00,3.95,15265.0,United Kingdom
546427,21463,MIRRORED DISCO BALL ,1,2011-03-13 14:29:00,5.95,14606.0,United Kingdom
497263,21137,BLACK RECORD COVER FRAME,12,2010-02-08 13:19:00,3.75,17965.0,United Kingdom
522914,20727,LUNCH BAG  BLACK SKULL.,20,2010-09-17 13:53:00,1.65,17139.0,United Kingdom
569650,23525,BUFFALO BILL WALL ART ,48,2011-10-05 12:44:00,3.29,12415.0,Australia
509416,22384,LUNCH BAG PINK RETROSPOT,2,2010-05-23 12:50:00,1.65,14505.0,United Kingdom
563656,23300,GARDENERS KNEELING PAD CUP OF TEA ,12,2011-08-18 10:48:00,1.65,15615.0,United Kingdom
514679,22558,CLOTHES PEGS RETROSPOT PACK 24 ,48,2010-07-05 13:46:00,1.06,16705.0,United Kingdom
569653,23379,PACK OF 12 RED APPLE TISSUES,48,2011-10-05 12:52:00,0.39,12451.0,Switzerland
491665,21519,GIN & TONIC DIET GREETING CARD ,12,2009-12-13 11:32:00,0.42,14685.0,United Kingdom
555644,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,2011-06-06 13:24:00,1.65,16520.0,United Kingdom
490060,21642,ASSORTED TUTTI FRUTTI PEN,24,2009-12-03 13:32:00,0.85,13468.0,United Kingdom
544672,21669,BLUE STRIPE CERAMIC DRAWER KNOB,96,2011-02-22 15:45:00,1.06,14646.0,Netherlands
518857,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,2010-08-12 12:33:00,0.42,15719.0,United Kingdom
520848,22139,RETRO SPOT TEA SET CERAMIC 11 PC ,3,2010-08-31 12:52:00,4.95,12623.0,Germany
565467,22570,FELTCRAFT CUSHION RABBIT,8,2011-09-05 09:49:00,3.75,14129.0,United Kingdom
567092,23236,STORAGE TIN VINTAGE DOILY ,6,2011-09-16 12:48:00,2.89,13196.0,United Kingdom
509350,90028,NEW BAROQUE LARGE NECKLACE BLK/WHIT,1,2010-05-21 13:28:00,8.5,18011.0,United Kingdom
490782,37500,TEA TIME TEAPOT IN GIFT BOX,12,2009-12-08 11:22:00,8.49,15079.0,United Kingdom
545054,22267,EASTER DECORATION EGG BUNNY ,2,2011-02-27 12:41:00,1.25,14472.0,United Kingdom
547850,82599,FANNY'S REST STOPMETAL SIGN,1,2011-03-27 12:06:00,2.1,14472.0,United Kingdom
546426,21830,ASSORTED CREEPY CRAWLIES,24,2011-03-13 13:46:00,0.42,13708.0,United Kingdom
520398,82597,BOMBS AWAY METAL SIGN,2,2010-08-25 16:11:00,2.1,13713.0,United Kingdom
541518,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-01-19 09:05:00,1.95,12451.0,Switzerland
535266,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,1,2010-11-25 13:32:00,0.85,14159.0,United Kingdom
579301,21231,SWEETHEART CERAMIC TRINKET BOX,1,2011-11-29 11:32:00,1.25,18118.0,United Kingdom
577090,20981,12 PENCILS TALL TUBE WOODLAND,12,2011-11-17 16:02:00,0.85,13828.0,United Kingdom
573069,22726,ALARM CLOCK BAKELIKE GREEN,5,2011-10-27 13:58:00,3.75,18077.0,United Kingdom
492172,82483,WOOD 2 DRAWER CABINET WHITE FINISH,3,2009-12-15 15:06:00,5.95,13050.0,United Kingdom
577484,23293,SET OF 12 FAIRY CAKE BAKING CASES,1,2011-11-20 11:52:00,0.83,13536.0,United Kingdom
572035,23157,SET OF 6 NATIVITY MAGNETS ,120,2011-10-20 12:03:00,1.85,14646.0,Netherlands
516925,21349,IVY HEART WREATH,16,2010-07-25 12:16:00,5.95,15946.0,United Kingdom
559295,22509,SEWING BOX RETROSPOT DESIGN ,1,2011-07-07 12:32:00,16.95,12362.0,Belgium
559005,21907,I'M ON HOLIDAY METAL SIGN,12,2011-07-05 12:39:00,2.1,13183.0,United Kingdom
542227,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-01-26 13:33:00,4.95,14243.0,United Kingdom
569136,22867,HAND WARMER BIRD DESIGN,2,2011-09-30 14:41:00,2.1,15834.0,United Kingdom
505042,21390,FILIGRIS HEART WITH BUTTERFLY,24,2010-04-19 14:34:00,1.25,16190.0,United Kingdom
519946,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,2010-08-23 10:38:00,2.95,14156.0,EIRE
552460,20727,LUNCH BAG  BLACK SKULL.,10,2011-05-09 14:44:00,1.65,13178.0,United Kingdom
531237,22083,PAPER CHAIN KIT RETROSPOT,10,2010-11-07 10:22:00,2.95,15465.0,United Kingdom
496174,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,6,2010-01-29 12:07:00,2.95,15487.0,United Kingdom
495244,85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,6,2010-01-22 10:51:00,5.95,15179.0,United Kingdom
556230,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-06-09 14:45:00,11.95,17402.0,United Kingdom
538517,21218,RED SPOTTY BISCUIT TIN,1,2010-12-12 16:05:00,3.75,17618.0,United Kingdom
551850,22360,GLASS JAR ENGLISH CONFECTIONERY,6,2011-05-04 14:33:00,2.95,13731.0,United Kingdom
568367,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,6,2011-09-26 15:51:00,2.95,15755.0,United Kingdom
524007,22138,BAKING SET 9 PIECE RETROSPOT ,3,2010-09-27 09:00:00,4.95,16167.0,United Kingdom
536001,21484,CHICK GREY HOT WATER BOTTLE,1,2010-11-29 14:21:00,3.45,17814.0,United Kingdom
569242,22273,FELTCRAFT DOLL MOLLY,6,2011-10-03 09:34:00,2.95,14193.0,United Kingdom
495409,84675,FROG KING WATERING CAN,1,2010-01-25 10:26:00,2.95,17810.0,United Kingdom
569216,23122,PARTY CHARMS 50 PIECES,1,2011-10-02 12:41:00,0.83,15555.0,United Kingdom
519881,21704,BAG 250g SWIRLY MARBLES,24,2010-08-22 11:28:00,0.85,16275.0,United Kingdom
540525,22467,GUMBALL COAT RACK,6,2011-01-09 13:02:00,2.55,16833.0,United Kingdom
521935,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,2010-09-09 15:57:00,0.55,15755.0,United Kingdom
510781,22119,PEACE WOODEN BLOCK LETTERS,1,2010-06-03 15:17:00,6.95,16892.0,United Kingdom
524108,22176,BLUE OWL SOFT TOY,6,2010-09-27 13:13:00,2.95,16636.0,United Kingdom
503573,85175,CACTI T-LIGHT CANDLES,16,2010-04-01 16:13:00,0.42,14790.0,United Kingdom
